id,month,region_type,region_name,country,source,ns,s,dn_ds
16658,2021-01-01,GENE,ORF10,Cyprus,GISAID,2,0,
16659,2021-01-01,GENE,ORF10,Dominican Republic,GISAID,1,0,
16660,2021-01-01,GENE,ORF10,Egypt,GISAID,5,0,
16661,2021-01-01,GENE,ORF10,Equatorial Guinea,GISAID,1,0,
16662,2021-01-01,GENE,ORF10,Estonia,GISAID,21,0,
16663,2021-01-01,GENE,ORF10,Ethiopia,GISAID,2,0,
16664,2021-01-01,GENE,ORF10,Finland,GISAID,56,0,
16665,2021-01-01,GENE,ORF10,Georgia,GISAID,1,0,
16666,2021-01-01,GENE,ORF10,Ghana,GISAID,7,0,
16667,2021-01-01,GENE,ORF10,Honduras,GISAID,1,0,
16668,2021-01-01,GENE,ORF10,Iceland,GISAID,27,0,
16669,2021-01-01,GENE,ORF10,Lesotho,GISAID,1,0,
16670,2021-01-01,GENE,ORF10,Lithuania,GISAID,273,0,
16671,2021-01-01,GENE,ORF10,Monaco,GISAID,1,0,
16672,2021-01-01,GENE,ORF10,Morocco,GISAID,4,0,
16673,2021-01-01,GENE,ORF10,New Zealand,GISAID,3,0,
16674,2021-01-01,GENE,ORF10,Not available,GISAID,32,0,
16675,2021-01-01,GENE,ORF10,Panama,GISAID,3,0,
16676,2021-01-01,GENE,ORF10,Papua New Guinea,GISAID,5,0,
16677,2021-01-01,GENE,ORF10,Réunion,GISAID,50,0,
16678,2021-01-01,GENE,ORF10,Romania,GISAID,7,0,
16679,2021-01-01,GENE,ORF10,Rwanda,GISAID,1,0,
16680,2021-01-01,GENE,ORF10,Serbia,GISAID,4,0,
16681,2021-01-01,GENE,ORF10,Suriname,GISAID,1,0,
16682,2021-01-01,GENE,ORF10,"Taiwan, Province of China",GISAID,1,0,
16683,2021-01-01,GENE,ORF10,Thailand,GISAID,2,0,
16684,2021-01-01,GENE,ORF10,Zimbabwe,GISAID,3,0,
16685,2021-01-01,GENE,ORF3a,Armenia,GISAID,24,0,
16686,2021-01-01,GENE,ORF3a,Bahamas,GISAID,6,0,
16687,2021-01-01,GENE,ORF3a,Belize,GISAID,11,0,
16688,2021-01-01,GENE,ORF3a,Brunei Darussalam,GISAID,4,0,
16689,2021-01-01,GENE,ORF3a,Cambodia,GISAID,2,0,
16690,2021-01-01,GENE,ORF3a,Comoros,GISAID,12,0,
16691,2021-01-01,GENE,ORF3a,Cyprus,GISAID,2,0,
16692,2021-01-01,GENE,ORF3a,Dominican Republic,GISAID,16,0,
16693,2021-01-01,GENE,ORF3a,Eswatini,GISAID,6,0,
16694,2021-01-01,GENE,ORF3a,Ethiopia,GISAID,13,0,
16695,2021-01-01,GENE,ORF3a,Guam,GISAID,19,0,
16696,2021-01-01,GENE,ORF3a,Guatemala,GISAID,4,0,
16697,2021-01-01,GENE,ORF3a,Guinea,GISAID,4,0,
16698,2021-01-01,GENE,ORF3a,Honduras,GISAID,5,0,
16699,2021-01-01,GENE,ORF3a,Iraq,GISAID,4,0,
16700,2021-01-01,GENE,ORF3a,Lebanon,GISAID,1,0,
16701,2021-01-01,GENE,ORF3a,Lesotho,GISAID,11,0,
16702,2021-01-01,GENE,ORF3a,Monaco,GISAID,1,0,
16703,2021-01-01,GENE,ORF3a,Mongolia,GISAID,10,0,
16704,2021-01-01,GENE,ORF3a,New Zealand,GISAID,59,0,
16705,2021-01-01,GENE,ORF3a,"Palestine, State of",GISAID,9,0,
16706,2021-01-01,GENE,ORF3a,Papua New Guinea,GISAID,6,0,
16707,2021-01-01,GENE,ORF3a,Qatar,GISAID,45,0,
16708,2021-01-01,GENE,ORF3a,Saint Vincent and the Grenadines,GISAID,8,0,
16709,2021-01-01,GENE,ORF3a,Togo,GISAID,9,0,
16710,2021-01-01,GENE,ORF6,Albania,GISAID,1,0,
16711,2021-01-01,GENE,ORF6,Côte d'Ivoire,GISAID,1,0,
16712,2021-01-01,GENE,ORF6,Estonia,GISAID,1,0,
16713,2021-01-01,GENE,ORF6,French Guiana,GISAID,1,0,
16714,2021-01-01,GENE,ORF6,Guam,GISAID,1,0,
16715,2021-01-01,GENE,ORF6,Malawi,GISAID,1,0,
16716,2021-01-01,GENE,ORF6,Montenegro,GISAID,1,0,
16717,2021-01-01,GENE,ORF6,Morocco,GISAID,1,0,
16718,2021-01-01,GENE,ORF6,Paraguay,GISAID,7,0,
16719,2021-01-01,GENE,ORF6,Rwanda,GISAID,1,0,
16720,2021-01-01,GENE,ORF7a,Albania,GISAID,1,0,
16721,2021-01-01,GENE,ORF7a,Azerbaijan,GISAID,3,0,
16722,2021-01-01,GENE,ORF7a,Bahamas,GISAID,1,0,
16723,2021-01-01,GENE,ORF7a,Belize,GISAID,1,0,
16724,2021-01-01,GENE,ORF7a,"Bolivia, Plurinational State of",GISAID,1,0,
16725,2021-01-01,GENE,ORF7a,Bosnia and Herzegovina,GISAID,3,0,
16726,2021-01-01,GENE,ORF7a,Botswana,GISAID,3,0,
16727,2021-01-01,GENE,ORF7a,Côte d'Ivoire,GISAID,1,0,
16728,2021-01-01,GENE,ORF7a,French Polynesia,GISAID,1,0,
16729,2021-01-01,GENE,ORF7a,"Iran, Islamic Republic of",GISAID,3,0,
16730,2021-01-01,GENE,ORF7a,Kenya,GISAID,1,0,
16731,2021-01-01,GENE,ORF7a,Latvia,GISAID,19,0,
16732,2021-01-01,GENE,ORF7a,Lesotho,GISAID,1,0,
16733,2021-01-01,GENE,ORF7a,Martinique,GISAID,1,0,
16734,2021-01-01,GENE,ORF7a,Mauritius,GISAID,1,0,
16735,2021-01-01,GENE,ORF7a,Montenegro,GISAID,1,0,
16736,2021-01-01,GENE,ORF7a,Myanmar,GISAID,1,0,
16737,2021-01-01,GENE,ORF7a,Réunion,GISAID,18,0,
16738,2021-01-01,GENE,ORF7a,South Sudan,GISAID,1,0,
16739,2021-01-01,GENE,ORF7a,Thailand,GISAID,1,0,
16740,2021-01-01,GENE,ORF7a,Viet Nam,GISAID,1,0,
16741,2021-01-01,GENE,ORF7a,Zimbabwe,GISAID,25,0,
16742,2021-01-01,GENE,ORF7b,Argentina,GISAID,1,0,
16743,2021-01-01,GENE,ORF7b,Aruba,GISAID,3,0,
16744,2021-01-01,GENE,ORF7b,Belarus,GISAID,1,0,
16745,2021-01-01,GENE,ORF7b,"Bolivia, Plurinational State of",GISAID,1,0,
16746,2021-01-01,GENE,ORF7b,Cayman Islands,GISAID,1,0,
16747,2021-01-01,GENE,ORF7b,Colombia,GISAID,23,0,
16748,2021-01-01,GENE,ORF7b,Dominican Republic,GISAID,3,0,
16749,2021-01-01,GENE,ORF7b,Egypt,GISAID,6,0,
16750,2021-01-01,GENE,ORF7b,Gambia,GISAID,1,0,
16751,2021-01-01,GENE,ORF7b,Guatemala,GISAID,1,0,
16752,2021-01-01,GENE,ORF7b,Honduras,GISAID,3,0,
16753,2021-01-01,GENE,ORF7b,Jordan,GISAID,1,0,
16754,2021-01-01,GENE,ORF7b,Malawi,GISAID,1,0,
16755,2021-01-01,GENE,ORF7b,Malaysia,GISAID,3,0,
16756,2021-01-01,GENE,ORF7b,Mozambique,GISAID,1,0,
16757,2021-01-01,GENE,ORF7b,New Zealand,GISAID,2,0,
16758,2021-01-01,GENE,ORF7b,Pakistan,GISAID,1,0,
16759,2021-01-01,GENE,ORF7b,Peru,GISAID,2,0,
16760,2021-01-01,GENE,ORF7b,Réunion,GISAID,19,0,
16761,2021-01-01,GENE,ORF7b,Senegal,GISAID,1,0,
16762,2021-01-01,GENE,ORF7b,Suriname,GISAID,3,0,
16763,2021-01-01,GENE,ORF7b,Thailand,GISAID,1,0,
16764,2021-01-01,GENE,ORF7b,Tunisia,GISAID,1,0,
16765,2021-01-01,GENE,ORF7b,Uganda,GISAID,1,0,
16766,2021-01-01,GENE,ORF7b,Ukraine,GISAID,3,0,
16767,2021-01-01,GENE,ORF7b,Zimbabwe,GISAID,4,0,
16768,2021-01-01,GENE,ORF8,Albania,GISAID,41,0,
16769,2021-01-01,GENE,ORF8,Antigua and Barbuda,GISAID,1,0,
16770,2021-01-01,GENE,ORF8,Bahamas,GISAID,3,0,
16771,2021-01-01,GENE,ORF8,Barbados,GISAID,2,0,
16772,2021-01-01,GENE,ORF8,Belize,GISAID,3,0,
16773,2021-01-01,GENE,ORF8,Bermuda,GISAID,3,0,
16774,2021-01-01,GENE,ORF8,Cayman Islands,GISAID,2,0,
16775,2021-01-01,GENE,ORF8,China,GISAID,4,0,
16776,2021-01-01,GENE,ORF8,Ecuador,GISAID,20,0,
16777,2021-01-01,GENE,ORF8,Faroe Islands,GISAID,1,0,
16778,2021-01-01,GENE,ORF8,Gabon,GISAID,2,0,
16779,2021-01-01,GENE,ORF8,Gambia,GISAID,10,0,
16780,2021-01-01,GENE,ORF8,Grenada,GISAID,6,0,
16781,2021-01-01,GENE,ORF8,Guatemala,GISAID,1,0,
16782,2021-01-01,GENE,ORF8,Guyana,GISAID,3,0,
16783,2021-01-01,GENE,ORF8,Haiti,GISAID,1,0,
16784,2021-01-01,GENE,ORF8,Honduras,GISAID,2,0,
16785,2021-01-01,GENE,ORF8,Hong Kong,GISAID,9,0,
16786,2021-01-01,GENE,ORF8,Hungary,GISAID,29,0,
16787,2021-01-01,GENE,ORF8,Iraq,GISAID,2,0,
16788,2021-01-01,GENE,ORF8,Kuwait,GISAID,10,0,
16789,2021-01-01,GENE,ORF8,Lebanon,GISAID,2,0,
16790,2021-01-01,GENE,ORF8,Martinique,GISAID,12,0,
16791,2021-01-01,GENE,ORF8,Northern Mariana Islands,GISAID,2,0,
16792,2021-01-01,GENE,ORF8,Saint Lucia,GISAID,8,0,
16793,2021-01-01,GENE,ORF8,Saint Vincent and the Grenadines,GISAID,8,0,
16794,2021-01-01,GENE,ORF8,"Taiwan, Province of China",GISAID,12,0,
16795,2021-01-01,GENE,ORF8,Togo,GISAID,16,0,
16796,2021-01-01,GENE,ORF8,Trinidad and Tobago,GISAID,2,0,
16797,2021-01-01,GENE,ORF8,Uganda,GISAID,58,0,
16798,2021-01-01,GENE,ORF8,Viet Nam,GISAID,2,0,
16799,2021-01-01,GENE,S,Bahamas,GISAID,6,0,
16800,2021-01-01,GENE,S,Barbados,GISAID,6,0,
16801,2021-01-01,GENE,S,Bermuda,GISAID,7,0,
16802,2021-01-01,GENE,S,Brunei Darussalam,GISAID,11,0,
16803,2021-01-01,GENE,S,Faroe Islands,GISAID,12,0,
16804,2021-01-01,GENE,S,Gabon,GISAID,8,0,
16805,2021-01-01,GENE,S,Georgia,GISAID,17,0,
16806,2021-01-01,GENE,S,Guinea,GISAID,1,0,
16807,2021-01-01,GENE,S,Kuwait,GISAID,33,0,
16808,2021-01-01,GENE,S,Lebanon,GISAID,7,0,
16809,2021-01-01,GENE,S,Monaco,GISAID,2,0,
16810,2021-01-01,GENE,S,Saint Lucia,GISAID,20,0,
16811,2021-01-01,GENE,S,Saint Vincent and the Grenadines,GISAID,8,0,
16812,2021-01-01,GENE,S,Sierra Leone,GISAID,13,0,
16813,2021-01-01,GENE,S,Trinidad and Tobago,GISAID,6,0,
16814,2021-01-01,GENE,S,United Arab Emirates,GISAID,1,0,
16815,2021-01-01,GENE,S,Viet Nam,GISAID,7,0,
16816,2021-02-01,GENE,E,Australia,GISAID,7,0,
16817,2021-02-01,GENE,E,Botswana,GISAID,17,0,
16818,2021-02-01,GENE,E,Cameroon,GISAID,5,0,
16819,2021-02-01,GENE,E,Costa Rica,GISAID,6,0,
16820,2021-02-01,GENE,E,Côte d'Ivoire,GISAID,11,0,
16821,2021-02-01,GENE,E,Egypt,GISAID,1,0,
16822,2021-02-01,GENE,E,Equatorial Guinea,GISAID,21,0,
16823,2021-02-01,GENE,E,Eswatini,GISAID,5,0,
16824,2021-02-01,GENE,E,French Guiana,GISAID,1,0,
16825,2021-02-01,GENE,E,Gabon,GISAID,6,0,
16826,2021-02-01,GENE,E,Ghana,GISAID,10,0,
16827,2021-02-01,GENE,E,Hong Kong,GISAID,6,0,
16828,2021-02-01,GENE,E,Iraq,GISAID,1,0,
16829,2021-02-01,GENE,E,Kenya,GISAID,11,0,
16830,2021-02-01,GENE,E,Madagascar,GISAID,15,0,
16831,2021-02-01,GENE,E,Malawi,GISAID,3,0,
16832,2021-02-01,GENE,E,Malaysia,GISAID,7,0,
16833,2021-02-01,GENE,E,Mozambique,GISAID,78,0,
16834,2021-02-01,GENE,E,New Zealand,GISAID,3,0,
16835,2021-02-01,GENE,E,Nigeria,GISAID,41,0,
16836,2021-02-01,GENE,E,Not available,GISAID,19,0,
16837,2021-02-01,GENE,E,Panama,GISAID,1,0,
16838,2021-02-01,GENE,E,Peru,GISAID,1,0,
16839,2021-02-01,GENE,E,Qatar,GISAID,48,0,
16840,2021-02-01,GENE,E,Rwanda,GISAID,15,0,
16841,2021-02-01,GENE,E,Singapore,GISAID,4,0,
16842,2021-02-01,GENE,E,Thailand,GISAID,3,0,
16843,2021-02-01,GENE,E,Uganda,GISAID,2,0,
16844,2021-02-01,GENE,E,Zimbabwe,GISAID,37,0,
16845,2021-02-01,GENE,M,Belarus,GISAID,1,0,
16846,2021-02-01,GENE,M,"Bolivia, Plurinational State of",GISAID,1,0,
16847,2021-02-01,GENE,M,Botswana,GISAID,1,0,
16848,2021-02-01,GENE,M,Dominican Republic,GISAID,2,0,
16849,2021-02-01,GENE,M,Georgia,GISAID,4,0,
16850,2021-02-01,GENE,M,Haiti,GISAID,1,0,
16851,2021-02-01,GENE,M,South Sudan,GISAID,3,0,
16852,2021-02-01,GENE,M,Suriname,GISAID,1,0,
16853,2021-02-01,GENE,M,Trinidad and Tobago,GISAID,3,0,
16854,2021-02-01,GENE,M,Uganda,GISAID,3,0,
16855,2021-02-01,GENE,N,Botswana,GISAID,15,0,
16856,2021-02-01,GENE,N,Eswatini,GISAID,11,0,
16857,2021-02-01,GENE,N,Haiti,GISAID,1,0,
16858,2021-02-01,GENE,N,"Taiwan, Province of China",GISAID,2,0,
16859,2021-02-01,GENE,ORF10,Angola,GISAID,1,0,
16860,2021-02-01,GENE,ORF10,Argentina,GISAID,5,0,
16861,2021-02-01,GENE,ORF10,Australia,GISAID,2,0,
16862,2021-02-01,GENE,ORF10,Bangladesh,GISAID,1,0,
16863,2021-02-01,GENE,ORF10,"Bonaire, Sint Eustatius and Saba",GISAID,2,0,
16864,2021-02-01,GENE,ORF10,Bosnia and Herzegovina,GISAID,1,0,
16865,2021-02-01,GENE,ORF10,Bulgaria,GISAID,7,0,
16866,2021-02-01,GENE,ORF10,Chile,GISAID,2,0,
16867,2021-02-01,GENE,ORF10,Colombia,GISAID,1,0,
16868,2021-02-01,GENE,ORF10,Egypt,GISAID,22,0,
16869,2021-02-01,GENE,ORF10,Estonia,GISAID,91,0,
16870,2021-02-01,GENE,ORF10,Georgia,GISAID,2,0,
16871,2021-02-01,GENE,ORF10,Iraq,GISAID,1,0,
16872,2021-02-01,GENE,ORF10,Kazakhstan,GISAID,1,0,
16873,2021-02-01,GENE,ORF10,Kenya,GISAID,1,0,
16874,2021-02-01,GENE,ORF10,Mozambique,GISAID,1,0,
16875,2021-02-01,GENE,ORF10,Nigeria,GISAID,1,0,
16876,2021-02-01,GENE,ORF10,Papua New Guinea,GISAID,82,0,
16877,2021-02-01,GENE,ORF10,Peru,GISAID,1,0,
16878,2021-02-01,GENE,ORF10,Romania,GISAID,12,0,
16879,2021-02-01,GENE,ORF10,Rwanda,GISAID,2,0,
16880,2021-02-01,GENE,ORF10,Singapore,GISAID,4,0,
16881,2021-02-01,GENE,ORF10,Slovakia,GISAID,2,0,
16882,2021-02-01,GENE,ORF10,"Taiwan, Province of China",GISAID,2,0,
16883,2021-02-01,GENE,ORF10,Thailand,GISAID,1,0,
16884,2021-02-01,GENE,ORF10,Uganda,GISAID,2,0,
16885,2021-02-01,GENE,ORF3a,"Bonaire, Sint Eustatius and Saba",GISAID,27,0,
16886,2021-02-01,GENE,ORF3a,Botswana,GISAID,34,0,
16887,2021-02-01,GENE,ORF3a,Cambodia,GISAID,3,0,
16888,2021-02-01,GENE,ORF3a,China,GISAID,2,0,
16889,2021-02-01,GENE,ORF3a,Equatorial Guinea,GISAID,62,0,
16890,2021-02-01,GENE,ORF3a,Eswatini,GISAID,13,0,
16891,2021-02-01,GENE,ORF3a,Haiti,GISAID,2,0,
16892,2021-02-01,GENE,ORF3a,Honduras,GISAID,18,0,
16893,2021-02-01,GENE,ORF3a,Hong Kong,GISAID,19,0,
16894,2021-02-01,GENE,ORF3a,Jordan,GISAID,3,0,
16895,2021-02-01,GENE,ORF3a,Kazakhstan,GISAID,1,0,
16896,2021-02-01,GENE,ORF3a,Kenya,GISAID,28,0,
16897,2021-02-01,GENE,ORF3a,Kuwait,GISAID,2,0,
16898,2021-02-01,GENE,ORF3a,Malawi,GISAID,9,0,
16899,2021-02-01,GENE,ORF3a,Martinique,GISAID,3,0,
16900,2021-02-01,GENE,ORF3a,Mongolia,GISAID,10,0,
16901,2021-02-01,GENE,ORF3a,New Zealand,GISAID,16,0,
16902,2021-02-01,GENE,ORF3a,Senegal,GISAID,4,0,
16903,2021-02-01,GENE,ORF3a,Sri Lanka,GISAID,66,0,
16904,2021-02-01,GENE,ORF3a,Suriname,GISAID,3,0,
16905,2021-02-01,GENE,ORF3a,"Taiwan, Province of China",GISAID,2,0,
16906,2021-02-01,GENE,ORF3a,Uganda,GISAID,7,0,
16907,2021-02-01,GENE,ORF3a,Zimbabwe,GISAID,68,0,
16908,2021-02-01,GENE,ORF6,Bosnia and Herzegovina,GISAID,1,0,
16909,2021-02-01,GENE,ORF6,Costa Rica,GISAID,3,0,
16910,2021-02-01,GENE,ORF6,Egypt,GISAID,11,0,
16911,2021-02-01,GENE,ORF6,Eswatini,GISAID,1,0,
16912,2021-02-01,GENE,ORF6,Gabon,GISAID,1,0,
16913,2021-02-01,GENE,ORF6,New Zealand,GISAID,2,0,
16914,2021-02-01,GENE,ORF6,Panama,GISAID,2,0,
16915,2021-02-01,GENE,ORF6,Réunion,GISAID,8,0,
16916,2021-02-01,GENE,ORF6,Rwanda,GISAID,1,0,
16917,2021-02-01,GENE,ORF7a,Azerbaijan,GISAID,2,0,
16918,2021-02-01,GENE,ORF7a,Belarus,GISAID,1,0,
16919,2021-02-01,GENE,ORF7a,Botswana,GISAID,2,0,
16920,2021-02-01,GENE,ORF7a,Cameroon,GISAID,12,0,
16921,2021-02-01,GENE,ORF7a,Costa Rica,GISAID,10,0,
16922,2021-02-01,GENE,ORF7a,Dominican Republic,GISAID,1,0,
16923,2021-02-01,GENE,ORF7a,Egypt,GISAID,7,0,
16924,2021-02-01,GENE,ORF7a,Ethiopia,GISAID,1,0,
16925,2021-02-01,GENE,ORF7a,Gibraltar,GISAID,7,0,
16926,2021-02-01,GENE,ORF7a,Honduras,GISAID,2,0,
16927,2021-02-01,GENE,ORF7a,Hong Kong,GISAID,1,0,
16928,2021-02-01,GENE,ORF7a,Hungary,GISAID,7,0,
16929,2021-02-01,GENE,ORF7a,Malaysia,GISAID,1,0,
16930,2021-02-01,GENE,ORF7a,Martinique,GISAID,1,0,
16931,2021-02-01,GENE,ORF7a,Pakistan,GISAID,1,0,
16932,2021-02-01,GENE,ORF7a,Papua New Guinea,GISAID,1,0,
16933,2021-02-01,GENE,ORF7a,Réunion,GISAID,9,0,
16934,2021-02-01,GENE,ORF7a,Serbia,GISAID,1,0,
16935,2021-02-01,GENE,ORF7a,Slovakia,GISAID,26,0,
16936,2021-02-01,GENE,ORF7a,Suriname,GISAID,2,0,
16937,2021-02-01,GENE,ORF7a,Togo,GISAID,2,0,
16938,2021-02-01,GENE,ORF7a,Tunisia,GISAID,1,0,
16939,2021-02-01,GENE,ORF7a,Ukraine,GISAID,2,0,
16940,2021-02-01,GENE,ORF7a,Viet Nam,GISAID,5,0,
16941,2021-02-01,GENE,ORF7a,Zimbabwe,GISAID,5,0,
16942,2021-02-01,GENE,ORF7b,Australia,GISAID,4,0,
16943,2021-02-01,GENE,ORF7b,"Bolivia, Plurinational State of",GISAID,2,0,
16944,2021-02-01,GENE,ORF7b,Cambodia,GISAID,4,0,
16945,2021-02-01,GENE,ORF7b,Cameroon,GISAID,2,0,
16946,2021-02-01,GENE,ORF7b,Chile,GISAID,1,0,
16947,2021-02-01,GENE,ORF7b,Costa Rica,GISAID,1,0,
16948,2021-02-01,GENE,ORF7b,Egypt,GISAID,1,0,
16949,2021-02-01,GENE,ORF7b,French Guiana,GISAID,1,0,
16950,2021-02-01,GENE,ORF7b,Georgia,GISAID,2,0,
16951,2021-02-01,GENE,ORF7b,Gibraltar,GISAID,3,0,
16952,2021-02-01,GENE,ORF7b,"Iran, Islamic Republic of",GISAID,1,0,
16953,2021-02-01,GENE,ORF7b,Kenya,GISAID,1,0,
16954,2021-02-01,GENE,ORF7b,Morocco,GISAID,1,0,
16955,2021-02-01,GENE,ORF7b,New Zealand,GISAID,2,0,
16956,2021-02-01,GENE,ORF7b,Papua New Guinea,GISAID,4,0,
16957,2021-02-01,GENE,ORF7b,Paraguay,GISAID,1,0,
16958,2021-02-01,GENE,ORF7b,Réunion,GISAID,42,0,
16959,2021-02-01,GENE,ORF7b,Suriname,GISAID,2,0,
16960,2021-02-01,GENE,ORF7b,Togo,GISAID,1,0,
16961,2021-02-01,GENE,ORF7b,Uruguay,GISAID,2,0,
16962,2021-02-01,GENE,ORF8,Azerbaijan,GISAID,6,0,
16963,2021-02-01,GENE,ORF8,Belarus,GISAID,6,0,
16964,2021-02-01,GENE,ORF8,"Bolivia, Plurinational State of",GISAID,1,0,
16965,2021-02-01,GENE,ORF8,Cambodia,GISAID,46,0,
16966,2021-02-01,GENE,ORF8,Dominican Republic,GISAID,9,0,
16967,2021-02-01,GENE,ORF8,Ethiopia,GISAID,5,0,
16968,2021-02-01,GENE,ORF8,Georgia,GISAID,24,0,
16969,2021-02-01,GENE,ORF8,Guam,GISAID,2,0,
16970,2021-02-01,GENE,ORF8,Hungary,GISAID,21,0,
16971,2021-02-01,GENE,ORF8,"Iran, Islamic Republic of",GISAID,10,0,
16972,2021-02-01,GENE,ORF8,Jordan,GISAID,15,0,
16973,2021-02-01,GENE,ORF8,Kuwait,GISAID,8,0,
16974,2021-02-01,GENE,ORF8,Martinique,GISAID,24,0,
16975,2021-02-01,GENE,ORF8,Morocco,GISAID,22,0,
16976,2021-02-01,GENE,ORF8,Pakistan,GISAID,2,0,
16977,2021-02-01,GENE,ORF8,"Palestine, State of",GISAID,18,0,
16978,2021-02-01,GENE,ORF8,Saint Lucia,GISAID,4,0,
16979,2021-02-01,GENE,ORF8,Tunisia,GISAID,6,0,
16980,2021-02-01,GENE,ORF8,Ukraine,GISAID,33,0,
16981,2021-02-01,GENE,ORF8,Viet Nam,GISAID,10,0,
16982,2021-02-01,GENE,S,"Bolivia, Plurinational State of",GISAID,11,0,
16983,2021-02-01,GENE,S,Dominican Republic,GISAID,37,0,
16984,2021-02-01,GENE,S,Ecuador,GISAID,2,0,
16985,2021-02-01,GENE,S,Eswatini,GISAID,42,0,
16986,2021-02-01,GENE,S,Haiti,GISAID,5,0,
16987,2021-02-01,GENE,S,Kazakhstan,GISAID,4,0,
16988,2021-02-01,GENE,S,Kuwait,GISAID,28,0,
16989,2021-02-01,GENE,S,Saint Lucia,GISAID,10,0,
16990,2021-02-01,GENE,S,"Taiwan, Province of China",GISAID,9,0,
16991,2021-03-01,GENE,E,Australia,GISAID,22,0,
16992,2021-03-01,GENE,E,Bahrain,GISAID,1,0,
16993,2021-03-01,GENE,E,Belarus,GISAID,1,0,
16994,2021-03-01,GENE,E,Botswana,GISAID,65,0,
16995,2021-03-01,GENE,E,Cameroon,GISAID,5,0,
16996,2021-03-01,GENE,E,China,GISAID,1,0,
16997,2021-03-01,GENE,E,Côte d'Ivoire,GISAID,1,0,
16998,2021-03-01,GENE,E,Egypt,GISAID,1,0,
16999,2021-03-01,GENE,E,Equatorial Guinea,GISAID,2,0,
17000,2021-03-01,GENE,E,Eswatini,GISAID,2,0,
17001,2021-03-01,GENE,E,Hong Kong,GISAID,12,0,
17002,2021-03-01,GENE,E,Jordan,GISAID,2,0,
17003,2021-03-01,GENE,E,Madagascar,GISAID,3,0,
17004,2021-03-01,GENE,E,Malawi,GISAID,6,0,
17005,2021-03-01,GENE,E,Malaysia,GISAID,14,0,
17006,2021-03-01,GENE,E,Mauritius,GISAID,1,0,
17007,2021-03-01,GENE,E,Mozambique,GISAID,12,0,
17008,2021-03-01,GENE,E,New Zealand,GISAID,5,0,
17009,2021-03-01,GENE,E,Nigeria,GISAID,11,0,
17010,2021-03-01,GENE,E,North Macedonia,GISAID,2,0,
17011,2021-03-01,GENE,E,Peru,GISAID,1,0,
17012,2021-03-01,GENE,E,Qatar,GISAID,119,0,
17013,2021-03-01,GENE,E,Rwanda,GISAID,3,0,
17014,2021-03-01,GENE,E,Senegal,GISAID,1,0,
17015,2021-03-01,GENE,E,South Sudan,GISAID,10,0,
17016,2021-03-01,GENE,E,Sri Lanka,GISAID,4,0,
17017,2021-03-01,GENE,E,"Taiwan, Province of China",GISAID,1,0,
17018,2021-03-01,GENE,E,Thailand,GISAID,3,0,
17019,2021-03-01,GENE,E,Tunisia,GISAID,1,0,
17020,2021-03-01,GENE,E,Uruguay,GISAID,2,0,
17021,2021-03-01,GENE,M,"Bolivia, Plurinational State of",GISAID,1,0,
17022,2021-03-01,GENE,M,Côte d'Ivoire,GISAID,1,0,
17023,2021-03-01,GENE,M,Mauritius,GISAID,56,0,
17024,2021-03-01,GENE,M,Morocco,GISAID,3,0,
17025,2021-03-01,GENE,M,Trinidad and Tobago,GISAID,14,0,
17026,2021-03-01,GENE,N,Equatorial Guinea,GISAID,4,0,
17027,2021-03-01,GENE,N,Eswatini,GISAID,4,0,
17028,2021-03-01,GENE,N,Madagascar,GISAID,3,0,
17029,2021-03-01,GENE,N,Malawi,GISAID,11,0,
17030,2021-03-01,GENE,ORF10,Argentina,GISAID,19,0,
17031,2021-03-01,GENE,ORF10,Armenia,GISAID,1,0,
17032,2021-03-01,GENE,ORF10,Bangladesh,GISAID,2,0,
17033,2021-03-01,GENE,ORF10,"Bonaire, Sint Eustatius and Saba",GISAID,2,0,
17034,2021-03-01,GENE,ORF10,Cambodia,GISAID,15,0,
17035,2021-03-01,GENE,ORF10,Cameroon,GISAID,1,0,
17036,2021-03-01,GENE,ORF10,Costa Rica,GISAID,4,0,
17037,2021-03-01,GENE,ORF10,Ecuador,GISAID,3,0,
17038,2021-03-01,GENE,ORF10,Hong Kong,GISAID,1,0,
17039,2021-03-01,GENE,ORF10,Jordan,GISAID,1,0,
17040,2021-03-01,GENE,ORF10,Mauritius,GISAID,1,0,
17041,2021-03-01,GENE,ORF10,New Zealand,GISAID,2,0,
17042,2021-03-01,GENE,ORF10,North Macedonia,GISAID,2,0,
17043,2021-03-01,GENE,ORF10,Papua New Guinea,GISAID,35,0,
17044,2021-03-01,GENE,ORF10,Peru,GISAID,1,0,
17045,2021-03-01,GENE,ORF10,Réunion,GISAID,18,0,
17046,2021-03-01,GENE,ORF10,Serbia,GISAID,1,0,
17047,2021-03-01,GENE,ORF10,Thailand,GISAID,9,0,
17048,2021-03-01,GENE,ORF10,Uruguay,GISAID,3,0,
17049,2021-03-01,GENE,ORF3a,Anguilla,GISAID,1,0,
17050,2021-03-01,GENE,ORF3a,Armenia,GISAID,1,0,
17051,2021-03-01,GENE,ORF3a,Azerbaijan,GISAID,1,0,
17052,2021-03-01,GENE,ORF3a,Belarus,GISAID,2,0,
17053,2021-03-01,GENE,ORF3a,"Bonaire, Sint Eustatius and Saba",GISAID,31,0,
17054,2021-03-01,GENE,ORF3a,Cambodia,GISAID,3,0,
17055,2021-03-01,GENE,ORF3a,Equatorial Guinea,GISAID,6,0,
